train_number,station_code,timestamp,scheduled_arrival,scheduled_departure,actual_arrival,speed_kmph,signal_aspect,rolling_stock_health,weather_condition
12945,HWH,2025-09-09 09:05:00,2025-09-09 09:07:00,2025-09-09 09:17:00,2025-09-09 09:34:00,25.5,GREEN,0.98,rain
12338,ALD,2025-09-12 19:18:00,2025-09-12 19:20:00,2025-09-12 19:26:00,2025-09-12 19:18:00,59.3,RED,0.88,clear
12972,BCT,2025-09-14 22:45:00,2025-09-14 22:47:00,2025-09-14 22:56:00,2025-09-14 22:49:00,55.3,YELLOW,0.99,fog
12137,NDLS,2025-09-14 11:56:00,2025-09-14 11:57:00,2025-09-14 12:04:00,2025-09-14 12:01:00,48.4,GREEN,0.86,rain
12573,ALD,2025-09-12 20:58:00,2025-09-12 21:03:00,2025-09-12 21:11:00,2025-09-12 21:26:00,45.6,YELLOW,0.93,fog
12761,HWH,2025-09-14 22:08:00,2025-09-14 22:13:00,2025-09-14 22:18:00,2025-09-14 22:38:00,50.9,YELLOW,0.89,clear
12060,VAPI,2025-09-02 09:03:00,2025-09-02 09:07:00,2025-09-02 09:13:00,2025-09-02 09:32:00,42.8,GREEN,0.89,clear
12011,SDAH,2025-09-16 00:30:00,2025-09-16 00:31:00,2025-09-16 00:36:00,2025-09-16 00:47:00,48.9,RED,0.86,clear
12967,NDLS,2025-09-21 01:16:00,2025-09-21 01:17:00,2025-09-21 01:21:00,2025-09-21 01:24:00,53.7,YELLOW,0.91,storm
12287,BCT,2025-09-16 13:07:00,2025-09-16 13:12:00,2025-09-16 13:16:00,2025-09-16 13:23:00,49.5,YELLOW,0.86,clear
12164,ALD,2025-09-17 08:25:00,2025-09-17 08:26:00,2025-09-17 08:35:00,2025-09-17 08:44:00,30.5,RED,0.94,storm
12801,HWH,2025-09-20 05:51:00,2025-09-20 05:55:00,2025-09-20 06:04:00,2025-09-20 05:54:00,52.1,YELLOW,0.92,rain
12363,MGS,2025-09-12 09:06:00,2025-09-12 09:11:00,2025-09-12 09:21:00,2025-09-12 09:24:00,52.2,RED,0.85,clear
12587,MGS,2025-09-10 19:22:00,2025-09-10 19:24:00,2025-09-10 19:34:00,2025-09-10 19:31:00,52.2,GREEN,0.87,fog
12153,ALD,2025-09-11 16:42:00,2025-09-11 16:45:00,2025-09-11 16:53:00,2025-09-11 17:05:00,41.5,RED,0.92,fog
12807,BCT,2025-09-18 09:57:00,2025-09-18 09:58:00,2025-09-18 10:08:00,2025-09-18 10:20:00,52.0,YELLOW,0.93,fog
12922,ALD,2025-09-02 12:32:00,2025-09-02 12:36:00,2025-09-02 12:43:00,2025-09-02 12:58:00,50.5,GREEN,0.94,fog
12788,HWH,2025-09-20 17:58:00,2025-09-20 18:03:00,2025-09-20 18:09:00,2025-09-20 18:13:00,44.1,RED,0.87,storm
12085,PNBE,2025-09-12 14:56:00,2025-09-12 15:00:00,2025-09-12 15:05:00,2025-09-12 15:20:00,37.3,GREEN,0.85,fog
12623,PNBE,2025-09-09 05:12:00,2025-09-09 05:13:00,2025-09-09 05:16:00,2025-09-09 05:20:00,46.8,RED,0.84,clear
12921,CNB,2025-09-09 03:14:00,2025-09-09 03:17:00,2025-09-09 03:23:00,2025-09-09 03:16:00,31.2,YELLOW,0.87,clear
12318,HWH,2025-09-06 13:12:00,2025-09-06 13:13:00,2025-09-06 13:21:00,2025-09-06 13:29:00,58.1,GREEN,0.87,clear
12955,PNBE,2025-09-10 14:56:00,2025-09-10 14:58:00,2025-09-10 15:02:00,2025-09-10 15:19:00,44.4,YELLOW,0.87,fog
12899,CNB,2025-09-19 19:25:00,2025-09-19 19:26:00,2025-09-19 19:34:00,2025-09-19 19:38:00,24.9,RED,0.95,storm
12215,HWH,2025-09-14 21:02:00,2025-09-14 21:06:00,2025-09-14 21:16:00,2025-09-14 21:26:00,56.0,YELLOW,0.84,clear
12196,VAPI,2025-09-17 16:46:00,2025-09-17 16:47:00,2025-09-17 16:56:00,2025-09-17 16:53:00,45.5,YELLOW,0.93,fog
12300,CNB,2025-09-01 16:51:00,2025-09-01 16:54:00,2025-09-01 16:58:00,2025-09-01 16:58:00,46.7,RED,0.87,rain
12652,ST,2025-09-13 18:20:00,2025-09-13 18:23:00,2025-09-13 18:26:00,2025-09-13 18:31:00,37.3,GREEN,0.88,rain
12591,NDLS,2025-09-09 08:27:00,2025-09-09 08:29:00,2025-09-09 08:34:00,2025-09-09 08:50:00,32.1,RED,0.84,rain
12438,CNB,2025-09-15 16:57:00,2025-09-15 17:00:00,2025-09-15 17:06:00,2025-09-15 17:10:00,33.6,RED,0.99,fog
12478,ALD,2025-09-13 20:09:00,2025-09-13 20:10:00,2025-09-13 20:13:00,2025-09-13 20:27:00,46.0,RED,0.84,clear
12382,VAPI,2025-09-15 18:34:00,2025-09-15 18:38:00,2025-09-15 18:41:00,2025-09-15 19:07:00,48.1,YELLOW,0.99,fog
12845,SDAH,2025-09-01 09:21:00,2025-09-01 09:26:00,2025-09-01 09:32:00,2025-09-01 09:53:00,62.9,GREEN,0.78,rain
12604,CNB,2025-09-05 00:06:00,2025-09-05 00:10:00,2025-09-05 00:19:00,2025-09-05 00:16:00,43.2,YELLOW,0.84,storm
12819,ALD,2025-09-01 15:18:00,2025-09-01 15:22:00,2025-09-01 15:25:00,2025-09-01 15:38:00,38.8,RED,0.94,clear
12152,HWH,2025-09-21 02:52:00,2025-09-21 02:53:00,2025-09-21 02:56:00,2025-09-21 02:53:00,38.1,GREEN,0.89,rain
12898,NDLS,2025-09-16 10:15:00,2025-09-16 10:16:00,2025-09-16 10:26:00,2025-09-16 10:40:00,29.2,GREEN,0.96,clear
12458,VAPI,2025-09-17 03:46:00,2025-09-17 03:48:00,2025-09-17 03:54:00,2025-09-17 04:02:00,37.3,RED,0.92,rain
12948,ALD,2025-09-17 15:33:00,2025-09-17 15:37:00,2025-09-17 15:47:00,2025-09-17 16:06:00,44.3,YELLOW,0.84,rain
12149,CNB,2025-09-11 08:36:00,2025-09-11 08:39:00,2025-09-11 08:47:00,2025-09-11 09:05:00,35.6,RED,0.95,storm
12376,PNBE,2025-09-10 23:32:00,2025-09-10 23:34:00,2025-09-10 23:39:00,2025-09-10 23:33:00,58.7,YELLOW,0.94,storm
12945,ALD,2025-09-11 01:08:00,2025-09-11 01:11:00,2025-09-11 01:20:00,2025-09-11 01:30:00,38.5,RED,0.92,clear
12333,VAPI,2025-09-16 09:28:00,2025-09-16 09:29:00,2025-09-16 09:39:00,2025-09-16 09:39:00,55.1,GREEN,0.88,fog
12636,MGS,2025-09-03 20:59:00,2025-09-03 21:04:00,2025-09-03 21:08:00,2025-09-03 21:05:00,47.8,GREEN,0.78,fog
12047,HWH,2025-09-06 05:40:00,2025-09-06 05:42:00,2025-09-06 05:52:00,2025-09-06 05:44:00,53.6,GREEN,1.0,storm
12439,ST,2025-09-04 02:07:00,2025-09-04 02:10:00,2025-09-04 02:15:00,2025-09-04 02:21:00,65.1,YELLOW,0.91,storm
12081,MGS,2025-09-06 14:12:00,2025-09-06 14:17:00,2025-09-06 14:27:00,2025-09-06 14:35:00,48.7,YELLOW,0.96,storm
12580,HWH,2025-09-11 18:34:00,2025-09-11 18:36:00,2025-09-11 18:45:00,2025-09-11 18:37:00,69.0,YELLOW,0.85,fog
12803,HWH,2025-09-06 08:06:00,2025-09-06 08:10:00,2025-09-06 08:20:00,2025-09-06 08:22:00,51.8,YELLOW,0.99,rain
12324,ST,2025-09-14 18:25:00,2025-09-14 18:27:00,2025-09-14 18:30:00,2025-09-14 18:35:00,36.0,YELLOW,0.94,clear
12806,HWH,2025-09-16 09:40:00,2025-09-16 09:41:00,2025-09-16 09:50:00,2025-09-16 09:47:00,50.9,YELLOW,0.88,clear
12295,SDAH,2025-09-15 04:41:00,2025-09-15 04:45:00,2025-09-15 04:50:00,2025-09-15 05:02:00,42.8,GREEN,0.96,storm
12761,PNBE,2025-09-20 11:54:00,2025-09-20 11:57:00,2025-09-20 12:03:00,2025-09-20 12:04:00,31.1,YELLOW,0.95,storm
12464,MGS,2025-09-10 00:53:00,2025-09-10 00:56:00,2025-09-10 00:59:00,2025-09-10 00:58:00,42.3,GREEN,0.91,rain
12366,NDLS,2025-09-17 01:58:00,2025-09-17 01:59:00,2025-09-17 02:04:00,2025-09-17 02:06:00,39.4,RED,0.94,fog
12509,HWH,2025-09-02 04:49:00,2025-09-02 04:50:00,2025-09-02 05:00:00,2025-09-02 04:57:00,42.3,RED,0.96,rain
12419,ALD,2025-09-02 10:46:00,2025-09-02 10:50:00,2025-09-02 10:55:00,2025-09-02 11:02:00,38.0,GREEN,0.9,storm
12136,PNBE,2025-09-12 09:47:00,2025-09-12 09:48:00,2025-09-12 09:58:00,2025-09-12 09:52:00,47.4,RED,0.93,fog
12333,NDLS,2025-09-08 02:21:00,2025-09-08 02:22:00,2025-09-08 02:25:00,2025-09-08 02:40:00,21.7,YELLOW,0.98,storm
12263,BCT,2025-09-18 13:59:00,2025-09-18 14:04:00,2025-09-18 14:08:00,2025-09-18 14:06:00,28.9,RED,1.0,storm
12652,NDLS,2025-09-08 08:13:00,2025-09-08 08:14:00,2025-09-08 08:17:00,2025-09-08 08:21:00,50.5,GREEN,0.91,fog
12440,MGS,2025-09-05 13:42:00,2025-09-05 13:46:00,2025-09-05 13:55:00,2025-09-05 14:14:00,48.0,GREEN,0.9,storm
12037,ALD,2025-09-06 02:51:00,2025-09-06 02:52:00,2025-09-06 03:02:00,2025-09-06 03:09:00,44.9,RED,0.88,clear
12093,HWH,2025-09-18 00:21:00,2025-09-18 00:26:00,2025-09-18 00:34:00,2025-09-18 00:24:00,40.2,YELLOW,0.88,clear
12222,PNBE,2025-09-09 13:13:00,2025-09-09 13:17:00,2025-09-09 13:24:00,2025-09-09 13:42:00,70.2,RED,0.82,rain
12239,SDAH,2025-09-18 12:13:00,2025-09-18 12:17:00,2025-09-18 12:25:00,2025-09-18 12:22:00,37.6,YELLOW,0.81,rain
12079,PNBE,2025-09-03 10:54:00,2025-09-03 10:55:00,2025-09-03 11:00:00,2025-09-03 11:06:00,37.2,RED,0.87,fog
12678,PNBE,2025-09-20 19:08:00,2025-09-20 19:13:00,2025-09-20 19:17:00,2025-09-20 19:25:00,54.9,GREEN,0.85,storm
12142,ST,2025-09-13 11:40:00,2025-09-13 11:43:00,2025-09-13 11:53:00,2025-09-13 11:46:00,30.0,RED,0.91,storm
12989,BCT,2025-09-04 04:50:00,2025-09-04 04:54:00,2025-09-04 05:04:00,2025-09-04 04:56:00,46.2,YELLOW,0.96,clear
12897,CNB,2025-09-02 18:14:00,2025-09-02 18:17:00,2025-09-02 18:21:00,2025-09-02 18:21:00,26.6,YELLOW,0.93,fog
12002,BCT,2025-09-15 10:54:00,2025-09-15 10:59:00,2025-09-15 11:04:00,2025-09-15 11:09:00,37.7,YELLOW,0.88,clear
12860,ST,2025-09-14 16:31:00,2025-09-14 16:32:00,2025-09-14 16:42:00,2025-09-14 16:38:00,53.7,GREEN,0.87,rain
12284,CNB,2025-09-17 04:46:00,2025-09-17 04:51:00,2025-09-17 05:00:00,2025-09-17 05:00:00,52.3,YELLOW,0.98,storm
12488,ALD,2025-09-05 17:14:00,2025-09-05 17:15:00,2025-09-05 17:24:00,2025-09-05 17:32:00,43.6,GREEN,0.85,storm
12822,HWH,2025-09-19 06:36:00,2025-09-19 06:37:00,2025-09-19 06:40:00,2025-09-19 06:45:00,55.0,GREEN,0.8,fog
12695,ST,2025-09-09 19:00:00,2025-09-09 19:02:00,2025-09-09 19:10:00,2025-09-09 19:18:00,38.4,RED,0.78,storm
12784,MGS,2025-09-11 16:33:00,2025-09-11 16:36:00,2025-09-11 16:44:00,2025-09-11 16:49:00,46.4,GREEN,0.86,fog
12041,ALD,2025-09-06 08:14:00,2025-09-06 08:18:00,2025-09-06 08:27:00,2025-09-06 08:26:00,47.3,GREEN,0.85,clear
12702,PNBE,2025-09-04 16:34:00,2025-09-04 16:38:00,2025-09-04 16:46:00,2025-09-04 16:39:00,35.1,YELLOW,0.94,rain
12736,VAPI,2025-09-14 15:51:00,2025-09-14 15:56:00,2025-09-14 16:06:00,2025-09-14 16:06:00,49.6,YELLOW,0.94,storm
12434,VAPI,2025-09-20 17:51:00,2025-09-20 17:54:00,2025-09-20 17:57:00,2025-09-20 18:20:00,38.8,YELLOW,0.91,fog
12010,CNB,2025-09-19 16:59:00,2025-09-19 17:03:00,2025-09-19 17:13:00,2025-09-19 17:27:00,38.5,YELLOW,0.94,fog
12346,CNB,2025-09-12 02:05:00,2025-09-12 02:10:00,2025-09-12 02:18:00,2025-09-12 02:10:00,40.6,GREEN,0.95,clear
12113,CNB,2025-09-06 04:17:00,2025-09-06 04:18:00,2025-09-06 04:21:00,2025-09-06 04:20:00,49.8,YELLOW,0.92,clear
12180,VAPI,2025-09-09 21:38:00,2025-09-09 21:39:00,2025-09-09 21:46:00,2025-09-09 21:37:00,36.4,YELLOW,0.9,rain
12331,CNB,2025-09-08 19:41:00,2025-09-08 19:45:00,2025-09-08 19:54:00,2025-09-08 19:52:00,40.7,YELLOW,0.98,rain
12792,NDLS,2025-09-05 10:54:00,2025-09-05 10:58:00,2025-09-05 11:01:00,2025-09-05 11:14:00,50.3,GREEN,0.92,rain
12320,CNB,2025-09-21 04:43:00,2025-09-21 04:44:00,2025-09-21 04:51:00,2025-09-21 05:13:00,44.2,RED,0.96,fog
12327,MGS,2025-09-10 05:24:00,2025-09-10 05:25:00,2025-09-10 05:33:00,2025-09-10 05:45:00,39.7,RED,0.93,clear
12565,NDLS,2025-09-05 17:36:00,2025-09-05 17:41:00,2025-09-05 17:50:00,2025-09-05 17:49:00,52.4,YELLOW,0.95,clear
12659,SDAH,2025-09-15 14:02:00,2025-09-15 14:04:00,2025-09-15 14:10:00,2025-09-15 14:20:00,62.0,GREEN,0.9,storm
12568,MGS,2025-09-09 20:09:00,2025-09-09 20:14:00,2025-09-09 20:19:00,2025-09-09 20:42:00,42.3,YELLOW,0.91,clear
12266,NDLS,2025-09-07 05:40:00,2025-09-07 05:42:00,2025-09-07 05:52:00,2025-09-07 05:43:00,31.1,RED,0.91,fog
12491,PNBE,2025-09-14 03:21:00,2025-09-14 03:23:00,2025-09-14 03:27:00,2025-09-14 03:38:00,36.4,YELLOW,0.91,fog
12198,NDLS,2025-09-10 17:55:00,2025-09-10 17:58:00,2025-09-10 18:04:00,2025-09-10 17:56:00,35.6,GREEN,0.89,storm
12087,MGS,2025-09-10 13:50:00,2025-09-10 13:52:00,2025-09-10 13:56:00,2025-09-10 14:16:00,34.1,GREEN,0.93,rain
12048,BCT,2025-09-13 08:39:00,2025-09-13 08:41:00,2025-09-13 08:50:00,2025-09-13 08:49:00,41.8,RED,0.92,clear
12581,ALD,2025-09-17 07:36:00,2025-09-17 07:37:00,2025-09-17 07:41:00,2025-09-17 08:05:00,46.0,GREEN,0.93,rain
12682,NDLS,2025-09-03 22:45:00,2025-09-03 22:46:00,2025-09-03 22:50:00,2025-09-03 23:08:00,61.4,RED,0.93,fog
12093,NDLS,2025-09-02 04:16:00,2025-09-02 04:20:00,2025-09-02 04:26:00,2025-09-02 04:45:00,39.0,RED,0.86,fog
12752,CNB,2025-09-14 23:53:00,2025-09-14 23:54:00,2025-09-14 23:58:00,2025-09-15 00:18:00,43.8,RED,0.81,storm
12247,SDAH,2025-09-06 02:44:00,2025-09-06 02:45:00,2025-09-06 02:52:00,2025-09-06 02:45:00,32.5,YELLOW,0.84,clear
12307,VAPI,2025-09-20 13:40:00,2025-09-20 13:44:00,2025-09-20 13:50:00,2025-09-20 14:13:00,44.1,RED,0.86,fog
12288,CNB,2025-09-05 04:36:00,2025-09-05 04:37:00,2025-09-05 04:47:00,2025-09-05 04:39:00,55.8,YELLOW,0.93,fog
12211,PNBE,2025-09-11 23:37:00,2025-09-11 23:42:00,2025-09-11 23:49:00,2025-09-11 23:59:00,46.0,YELLOW,0.99,fog
12778,MGS,2025-09-08 19:05:00,2025-09-08 19:06:00,2025-09-08 19:10:00,2025-09-08 19:30:00,45.2,GREEN,0.89,storm
12875,SDAH,2025-09-08 13:09:00,2025-09-08 13:12:00,2025-09-08 13:20:00,2025-09-08 13:37:00,38.1,GREEN,0.96,clear
12375,HWH,2025-09-05 23:59:00,2025-09-06 00:03:00,2025-09-06 00:08:00,2025-09-06 00:15:00,40.3,GREEN,0.89,fog
12270,SDAH,2025-09-07 21:49:00,2025-09-07 21:52:00,2025-09-07 22:02:00,2025-09-07 22:19:00,44.2,GREEN,0.97,clear
12061,BCT,2025-09-05 00:59:00,2025-09-05 01:01:00,2025-09-05 01:10:00,2025-09-05 01:18:00,38.8,RED,0.95,rain
12909,ALD,2025-09-15 18:22:00,2025-09-15 18:23:00,2025-09-15 18:33:00,2025-09-15 18:50:00,27.6,YELLOW,0.9,storm
12604,ST,2025-09-08 20:01:00,2025-09-08 20:03:00,2025-09-08 20:12:00,2025-09-08 20:06:00,49.8,GREEN,0.9,fog
12936,PNBE,2025-09-13 00:39:00,2025-09-13 00:44:00,2025-09-13 00:52:00,2025-09-13 00:54:00,34.3,YELLOW,0.85,fog
12293,PNBE,2025-09-06 14:23:00,2025-09-06 14:24:00,2025-09-06 14:31:00,2025-09-06 14:37:00,47.5,YELLOW,0.94,rain
12794,NDLS,2025-09-11 22:43:00,2025-09-11 22:46:00,2025-09-11 22:52:00,2025-09-11 22:56:00,46.2,RED,0.94,fog
12316,BCT,2025-09-16 08:55:00,2025-09-16 09:00:00,2025-09-16 09:10:00,2025-09-16 09:24:00,50.0,RED,0.89,storm
12808,VAPI,2025-09-20 20:02:00,2025-09-20 20:05:00,2025-09-20 20:13:00,2025-09-20 20:31:00,64.4,GREEN,0.82,storm
12674,HWH,2025-09-14 09:33:00,2025-09-14 09:37:00,2025-09-14 09:45:00,2025-09-14 10:06:00,41.0,RED,0.83,storm
12350,PNBE,2025-09-01 05:09:00,2025-09-01 05:12:00,2025-09-01 05:20:00,2025-09-01 05:37:00,46.3,RED,0.86,storm
12183,CNB,2025-09-11 01:42:00,2025-09-11 01:44:00,2025-09-11 01:47:00,2025-09-11 02:09:00,41.7,RED,0.91,clear
12627,ALD,2025-09-20 21:19:00,2025-09-20 21:24:00,2025-09-20 21:30:00,2025-09-20 21:49:00,49.2,YELLOW,0.84,storm
12203,VAPI,2025-09-11 03:57:00,2025-09-11 04:00:00,2025-09-11 04:10:00,2025-09-11 04:02:00,49.4,YELLOW,0.89,fog
12242,PNBE,2025-09-15 12:48:00,2025-09-15 12:49:00,2025-09-15 12:55:00,2025-09-15 12:55:00,41.5,YELLOW,0.91,storm
12672,CNB,2025-09-13 11:00:00,2025-09-13 11:04:00,2025-09-13 11:11:00,2025-09-13 11:05:00,37.6,YELLOW,0.93,clear
12639,CNB,2025-09-02 11:19:00,2025-09-02 11:24:00,2025-09-02 11:30:00,2025-09-02 11:31:00,24.4,RED,0.94,clear
12673,CNB,2025-09-16 05:12:00,2025-09-16 05:16:00,2025-09-16 05:24:00,2025-09-16 05:32:00,43.5,GREEN,0.9,storm
12995,ALD,2025-09-17 22:58:00,2025-09-17 23:01:00,2025-09-17 23:04:00,2025-09-17 23:05:00,32.9,GREEN,0.85,rain
12416,PNBE,2025-09-13 04:39:00,2025-09-13 04:40:00,2025-09-13 04:50:00,2025-09-13 04:53:00,57.5,YELLOW,0.99,rain
12009,SDAH,2025-09-04 11:55:00,2025-09-04 12:00:00,2025-09-04 12:06:00,2025-09-04 12:10:00,50.1,YELLOW,0.91,rain
12968,MGS,2025-09-05 06:14:00,2025-09-05 06:17:00,2025-09-05 06:25:00,2025-09-05 06:19:00,70.3,YELLOW,0.87,storm
12520,BCT,2025-09-12 12:41:00,2025-09-12 12:46:00,2025-09-12 12:53:00,2025-09-12 12:48:00,45.5,YELLOW,0.78,fog
12656,VAPI,2025-09-17 02:09:00,2025-09-17 02:10:00,2025-09-17 02:18:00,2025-09-17 02:13:00,46.9,GREEN,0.86,storm
12890,CNB,2025-09-11 03:59:00,2025-09-11 04:01:00,2025-09-11 04:06:00,2025-09-11 04:30:00,28.1,GREEN,0.88,fog
12452,PNBE,2025-09-05 22:09:00,2025-09-05 22:12:00,2025-09-05 22:18:00,2025-09-05 22:37:00,54.3,YELLOW,0.86,clear
12942,SDAH,2025-09-04 00:15:00,2025-09-04 00:18:00,2025-09-04 00:21:00,2025-09-04 00:19:00,46.0,GREEN,0.79,fog
12271,NDLS,2025-09-04 00:07:00,2025-09-04 00:12:00,2025-09-04 00:18:00,2025-09-04 00:34:00,47.4,RED,0.89,fog
12761,SDAH,2025-09-11 10:43:00,2025-09-11 10:47:00,2025-09-11 10:50:00,2025-09-11 11:03:00,58.5,RED,0.87,rain
12019,CNB,2025-09-02 22:51:00,2025-09-02 22:56:00,2025-09-02 23:03:00,2025-09-02 23:16:00,45.8,YELLOW,0.94,storm
12008,ALD,2025-09-16 00:29:00,2025-09-16 00:30:00,2025-09-16 00:38:00,2025-09-16 00:44:00,45.7,GREEN,0.9,storm
12030,VAPI,2025-09-14 20:04:00,2025-09-14 20:05:00,2025-09-14 20:13:00,2025-09-14 20:06:00,40.5,RED,0.89,storm
12150,PNBE,2025-09-08 22:13:00,2025-09-08 22:14:00,2025-09-08 22:24:00,2025-09-08 22:23:00,54.8,RED,0.92,storm
12030,ALD,2025-09-08 19:54:00,2025-09-08 19:55:00,2025-09-08 20:02:00,2025-09-08 20:00:00,21.2,GREEN,0.88,rain
12918,NDLS,2025-09-20 02:58:00,2025-09-20 03:00:00,2025-09-20 03:03:00,2025-09-20 03:09:00,54.1,YELLOW,0.89,clear
12184,NDLS,2025-09-16 01:07:00,2025-09-16 01:11:00,2025-09-16 01:18:00,2025-09-16 01:23:00,30.0,GREEN,0.84,storm
12269,ST,2025-09-15 03:22:00,2025-09-15 03:23:00,2025-09-15 03:33:00,2025-09-15 03:42:00,45.0,YELLOW,0.88,fog
12721,MGS,2025-09-04 14:45:00,2025-09-04 14:49:00,2025-09-04 14:59:00,2025-09-04 15:02:00,67.3,YELLOW,0.92,fog
12678,HWH,2025-09-18 15:59:00,2025-09-18 16:01:00,2025-09-18 16:10:00,2025-09-18 16:11:00,49.3,GREEN,0.86,clear
12721,HWH,2025-09-08 15:20:00,2025-09-08 15:22:00,2025-09-08 15:29:00,2025-09-08 15:44:00,67.5,RED,0.8,storm
12666,BCT,2025-09-21 01:49:00,2025-09-21 01:54:00,2025-09-21 01:59:00,2025-09-21 02:15:00,64.1,YELLOW,0.89,storm
12446,BCT,2025-09-10 18:38:00,2025-09-10 18:43:00,2025-09-10 18:48:00,2025-09-10 18:54:00,33.9,YELLOW,0.88,clear
12236,PNBE,2025-09-18 08:49:00,2025-09-18 08:51:00,2025-09-18 09:01:00,2025-09-18 09:15:00,45.9,GREEN,0.81,rain
12731,ST,2025-09-08 23:17:00,2025-09-08 23:22:00,2025-09-08 23:30:00,2025-09-08 23:36:00,48.2,GREEN,0.93,fog
12164,SDAH,2025-09-02 08:18:00,2025-09-02 08:23:00,2025-09-02 08:33:00,2025-09-02 08:51:00,55.0,GREEN,0.88,fog
12655,PNBE,2025-09-02 22:19:00,2025-09-02 22:23:00,2025-09-02 22:33:00,2025-09-02 22:22:00,35.4,GREEN,0.99,clear
12668,BCT,2025-09-04 21:40:00,2025-09-04 21:45:00,2025-09-04 21:54:00,2025-09-04 22:05:00,26.1,GREEN,0.9,storm
12812,SDAH,2025-09-04 16:36:00,2025-09-04 16:38:00,2025-09-04 16:42:00,2025-09-04 16:56:00,40.9,RED,0.86,fog
12794,BCT,2025-09-04 17:19:00,2025-09-04 17:23:00,2025-09-04 17:32:00,2025-09-04 17:30:00,46.2,YELLOW,0.88,fog
12806,MGS,2025-09-04 01:16:00,2025-09-04 01:19:00,2025-09-04 01:24:00,2025-09-04 01:47:00,32.8,RED,0.9,storm
12261,PNBE,2025-09-04 11:41:00,2025-09-04 11:45:00,2025-09-04 11:55:00,2025-09-04 11:50:00,28.8,YELLOW,0.85,clear
12707,MGS,2025-09-19 12:56:00,2025-09-19 13:00:00,2025-09-19 13:09:00,2025-09-19 13:21:00,33.3,RED,0.92,rain
12503,MGS,2025-09-12 20:57:00,2025-09-12 20:58:00,2025-09-12 21:06:00,2025-09-12 20:56:00,52.3,YELLOW,0.93,storm
12820,NDLS,2025-09-09 02:11:00,2025-09-09 02:16:00,2025-09-09 02:21:00,2025-09-09 02:26:00,39.0,GREEN,0.91,storm
12861,HWH,2025-09-06 12:37:00,2025-09-06 12:38:00,2025-09-06 12:48:00,2025-09-06 13:01:00,63.6,GREEN,0.89,rain
12568,SDAH,2025-09-08 12:52:00,2025-09-08 12:55:00,2025-09-08 13:00:00,2025-09-08 13:13:00,49.3,RED,0.91,fog
12415,MGS,2025-09-12 07:41:00,2025-09-12 07:42:00,2025-09-12 07:48:00,2025-09-12 07:45:00,37.5,YELLOW,1.0,rain
12507,NDLS,2025-09-06 15:59:00,2025-09-06 16:04:00,2025-09-06 16:07:00,2025-09-06 16:29:00,35.4,YELLOW,0.94,rain
12160,PNBE,2025-09-15 23:20:00,2025-09-15 23:23:00,2025-09-15 23:30:00,2025-09-15 23:34:00,46.1,GREEN,0.85,storm
12266,BCT,2025-09-19 18:05:00,2025-09-19 18:07:00,2025-09-19 18:14:00,2025-09-19 18:17:00,36.9,YELLOW,0.91,rain
12031,VAPI,2025-09-05 00:48:00,2025-09-05 00:49:00,2025-09-05 00:52:00,2025-09-05 01:07:00,35.6,YELLOW,1.0,fog
12116,CNB,2025-09-14 14:55:00,2025-09-14 14:59:00,2025-09-14 15:06:00,2025-09-14 15:17:00,52.1,RED,0.88,fog
12348,HWH,2025-09-18 15:48:00,2025-09-18 15:52:00,2025-09-18 15:55:00,2025-09-18 16:04:00,60.4,RED,0.82,clear
12574,VAPI,2025-09-04 23:30:00,2025-09-04 23:32:00,2025-09-04 23:36:00,2025-09-04 23:38:00,26.7,RED,0.89,storm
12624,PNBE,2025-09-04 20:28:00,2025-09-04 20:30:00,2025-09-04 20:35:00,2025-09-04 20:49:00,51.5,RED,0.9,storm
12549,NDLS,2025-09-02 19:15:00,2025-09-02 19:19:00,2025-09-02 19:24:00,2025-09-02 19:32:00,67.8,RED,0.91,rain
12186,MGS,2025-09-07 18:28:00,2025-09-07 18:33:00,2025-09-07 18:36:00,2025-09-07 18:38:00,55.2,YELLOW,0.95,clear
12745,NDLS,2025-09-04 18:57:00,2025-09-04 19:01:00,2025-09-04 19:10:00,2025-09-04 19:08:00,61.3,GREEN,0.88,storm
12316,SDAH,2025-09-13 17:20:00,2025-09-13 17:23:00,2025-09-13 17:33:00,2025-09-13 17:51:00,49.4,GREEN,0.84,storm
12244,SDAH,2025-09-14 13:08:00,2025-09-14 13:11:00,2025-09-14 13:20:00,2025-09-14 13:34:00,30.0,RED,0.92,clear
12727,HWH,2025-09-07 11:40:00,2025-09-07 11:43:00,2025-09-07 11:50:00,2025-09-07 11:56:00,40.5,GREEN,0.85,clear
12158,ST,2025-09-16 05:43:00,2025-09-16 05:48:00,2025-09-16 05:56:00,2025-09-16 06:12:00,40.0,YELLOW,0.89,clear
12278,BCT,2025-09-07 23:53:00,2025-09-07 23:58:00,2025-09-08 00:06:00,2025-09-08 00:15:00,56.7,RED,0.98,storm
12979,CNB,2025-09-19 02:49:00,2025-09-19 02:54:00,2025-09-19 03:00:00,2025-09-19 03:23:00,43.0,GREEN,0.89,clear
12317,MGS,2025-09-15 07:00:00,2025-09-15 07:02:00,2025-09-15 07:05:00,2025-09-15 07:02:00,38.1,YELLOW,0.93,clear
12557,MGS,2025-09-19 03:57:00,2025-09-19 04:02:00,2025-09-19 04:07:00,2025-09-19 04:23:00,52.2,GREEN,0.93,fog
